Protein Name,Protein ChEMBL ID,Molecule ChEMBL ID,Standard Type,Standard Value,Standard Units,SMILES
Squalene synthetase,CHEMBL3815,CHEMBL435200,IC50,2.3,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCC(C)C)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL414430,IC50,0.09,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL131568,IC50,3.4,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)SC(C)C)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL337655,IC50,1.0,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)NCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL262677,IC50,1.1,nM,C=C(CCC12OC(C(=O)O)C(OCCCCCCCCCCCOc3ccccc3)(C(=O)O)C(C(=O)O)(O1)[C@H](O)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL130959,IC50,0.16,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCOc1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL335691,IC50,0.37,nM,CC(=O)OC(CCCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CC/C=C/C(C)CCCc1ccccc1)[C@H]2O)C(C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL339013,IC50,0.42,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(=O)CC)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL336755,IC50,2.0,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CC(C)(C)C)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL336939,IC50,0.07,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)NCCCCCCCCCCCOc1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL436588,IC50,0.12,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL130012,IC50,0.66,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL337256,IC50,0.19,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CC[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL131560,IC50,4.3,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CC(C)C)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL131147,IC50,0.06,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCCCCOc1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL130532,IC50,5.6,nM,C=C(C)CC(=O)O[C@@H]1[C@@H](O)C2(CCC(=C)[C@@H](OC(C)=O)[C@H](C)Cc3ccccc3)OC(C(=O)O)C(O)(C(=O)O)C1(C(=O)O)O2
Squalene synthetase,CHEMBL3815,CHEMBL337266,IC50,0.24,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)C[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL130435,IC50,0.28,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)NCCCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL132100,IC50,0.8,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL130431,IC50,0.2,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL335456,IC50,0.21,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL131201,IC50,0.14,nM,CC(/C=C/CCC(=O)O[C@@H]1[C@@H](O)C2(CCCCC(C)Cc3ccccc3)OC(C(=O)O)C(O)(C(=O)O)C1(C(=O)O)O2)CCCc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL40991,IC50,0.23,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL130003,IC50,3.2,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)NC1CC1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL414247,IC50,0.26,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)OCCC[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL405288,IC50,2.0,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL406872,IC50,0.75,nM,C=C(CCC12OC(C(=O)O)C(OCCCCCCCCCCCCCC)(C(=O)O)C(C(=O)O)(O1)[C@H](O)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL337475,IC50,1.2,nM,C=C(CCC12OC(C(=O)O)C(OCCCCCCCCCCCC)(C(=O)O)C(C(=O)O)(O1)[C@H](O)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL337434,IC50,0.17,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)NCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL131335,IC50,0.13,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CCCCCCCCCCOc1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL265327,IC50,0.81,nM,C=C(CCC12OC(C(=O)O)C(OCCCCCCCCOc3ccccc3)(C(=O)O)C(C(=O)O)(O1)[C@H](O)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL335710,IC50,1.6,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)NCc1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL262441,IC50,0.79,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL131604,IC50,0.2,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCC[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL130767,IC50,0.52,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CCCCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL40991,IC50,0.29,nM,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL421169,IC50,5.0,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL265765,IC50,3.0,nM,CC[C@H](C)C[C@H](C)CCC(=O)O[C@@H]1[C@@H](O)[C@@]2(CCC(C)[C@H](OC(C)=O)[C@@H](C)Cc3ccccc3)O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@]1(C(=O)O)O2
Squalene synthetase,CHEMBL3815,CHEMBL313232,IC50,5.0,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@H](O)[C@@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL418767,IC50,6.0,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](O)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL290534,IC50,4.0,nM,CC(C)=CCC/C(C)=C/CC/C(C)=C/CNCc1cccnc1
Squalene synthetase,CHEMBL3815,CHEMBL263277,IC50,6.0,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)CCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL263760,IC50,3.0,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)OC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL315781,IC50,3.0,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)CCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL315705,IC50,4.0,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)OCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL314078,IC50,2.0,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(C)=O)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL330511,IC50,4.0,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)/C=C/c1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL418767,IC50,6.0,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](O)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL280978,IC50,0.5,nM,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL502210,IC50,2.0,nM,CCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@]2(CCCC(OC(C)=O)C(C)C/C=C/c3ccccc3)O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@]1(C(=O)O)O2
Squalene synthetase,CHEMBL3815,CHEMBL502872,IC50,6.0,nM,CCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@]2(CCCC(OC(C)=O)C(C)C/C=C/c3ccccc3)O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@]1(C(=O)O)O2
Squalene synthetase,CHEMBL3815,CHEMBL505374,IC50,0.4,nM,CC(=O)O[C@H](CCC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)CC/C=C/[C@H](C)CCCc1ccccc1)[C@H]2O)[C@H](C)Cc1ccccc1
Squalene synthetase,CHEMBL3815,CHEMBL504845,IC50,0.2,nM,C/C=C/CCCC/C=C/CCCCC(=O)O[C@@H]1[C@@H](O)[C@@]2(CCC(C)C(O)C(C)C/C=C/c3ccccc3)O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@]1(C(=O)O)O2
Squalene synthetase,CHEMBL3815,CHEMBL1819477,IC50,1.3,nM,CCOC(=O)C1CCN(C(=O)CCC(=O)N(CC(C)(C)C)c2c(OC)cc(Cl)cc2[C@H](O)c2ccccc2OC)CC1
Squalene synthetase,CHEMBL3815,CHEMBL1819561,IC50,3.4,nM,CCOC(=O)[C@H]1CCCN(C(=O)CCC(=O)N(CC(C)(C)C)c2c(OC)cc(Cl)cc2[C@H](O)c2ccccc2OC)C1
Squalene synthetase,CHEMBL3815,CHEMBL1819563,IC50,2.5,nM,CCOC(=O)[C@@H]1CCCN(C(=O)CCC(=O)N(CC(C)(C)C)c2c(OC)cc(Cl)cc2[C@H](O)c2ccccc2OC)C1
Squalene synthetase,CHEMBL3815,CHEMBL1819565,IC50,1.6,nM,COc1ccccc1[C@@H](O)c1cc(Cl)cc(OC)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCC(C(=O)O)CC1
Squalene synthetase,CHEMBL3815,CHEMBL1819567,IC50,1.5,nM,COc1ccccc1[C@@H](O)c1cc(Cl)cc(OC)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCC[C@H](C(=O)O)C1
Squalene synthetase,CHEMBL3815,CHEMBL1819569,IC50,1.6,nM,COc1ccccc1[C@@H](O)c1cc(Cl)cc(OC)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCC[C@@H](C(=O)O)C1
Squalene synthetase,CHEMBL3815,CHEMBL1819571,IC50,3.4,nM,CCOC(=O)C1CCN(C(=O)CCC(=O)N(CC(C)(C)C)c2c(OCC)cc(Cl)cc2[C@H](O)c2ccccc2OC)CC1
Squalene synthetase,CHEMBL3815,CHEMBL1819572,IC50,4.5,nM,CCOC(=O)[C@H]1CCCN(C(=O)CCC(=O)N(CC(C)(C)C)c2c(OCC)cc(Cl)cc2[C@H](O)c2ccccc2OC)C1
Squalene synthetase,CHEMBL3815,CHEMBL1819573,IC50,4.5,nM,CCOc1cc(Cl)cc([C@H](O)c2ccccc2OC)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCC(C(=O)O)CC1
Squalene synthetase,CHEMBL3815,CHEMBL1819574,IC50,2.9,nM,CCOc1cc(Cl)cc([C@H](O)c2ccccc2OC)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCC[C@H](C(=O)O)C1
Squalene synthetase,CHEMBL3815,CHEMBL1819577,IC50,1.3,nM,COc1ccccc1[C@@H](O)c1cc(Cl)cc(OC(C)C)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCC[C@H](C(=O)O)C1
Squalene synthetase,CHEMBL3815,CHEMBL1819578,IC50,2.5,nM,COc1ccccc1[C@@H](O)c1cc(Cl)cc(OCCCO)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCC[C@H](C(=O)O)C1
Squalene synthetase,CHEMBL3815,CHEMBL1819579,IC50,3.8,nM,COc1ccccc1[C@@H](O)c1cc(Cl)cc(OCCC(C)(C)O)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCC[C@H](C(=O)O)C1
Squalene synthetase,CHEMBL3815,CHEMBL1819580,IC50,2.4,nM,COc1ccccc1[C@@H](O)c1cc(Cl)cc(OCC(C)(C)C)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCC[C@H](C(=O)O)C1
Squalene synthetase,CHEMBL3815,CHEMBL1819581,IC50,3.7,nM,COc1ccccc1[C@@H](O)c1cc(Cl)cc(OCC(C)(C)CO)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCC[C@H](C(=O)O)C1
Squalene synthetase,CHEMBL3815,CHEMBL2057273,IC50,1.6,nM,COc1cccc(C2OC(CC(=O)O)c3ccc(Cl)n3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057272,IC50,2.7,nM,COc1cccc(C2OC(CC(=O)N3CCC(CC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057271,IC50,3.3,nM,COc1cccc(C2OC(CC(=O)O)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057280,IC50,1.3,nM,COc1cccc([C@H]2O[C@H](CC(=O)N3CCC(CC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057281,IC50,3.4,nM,COc1cccc([C@H]2O[C@H](CC(=O)N3CCC(C(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057621,IC50,2.3,nM,COc1cccc([C@H]2O[C@H](CC(=O)N3CCC[C@H](C(=O)O)C3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057622,IC50,4.3,nM,COc1cccc([C@H]2O[C@H](CC(=O)N3CCN(CC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057623,IC50,2.3,nM,COc1cccc([C@H]2O[C@H](CC(=O)NCC(=O)O)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057624,IC50,2.9,nM,COc1cccc([C@H]2O[C@H](CC(=O)NCCC(=O)O)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057625,IC50,4.0,nM,COc1cccc([C@H]2O[C@H](CC(=O)Nc3cccc(C(=O)O)c3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057626,IC50,3.1,nM,COc1cccc([C@H]2O[C@H](CCC(=O)O)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057627,IC50,2.4,nM,COc1cccc([C@H]2O[C@H](CCC(=O)N3CCC(CC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057628,IC50,1.4,nM,COc1cccc([C@H]2O[C@H](CCC(=O)N3CCC[C@H](C(=O)O)C3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057629,IC50,2.2,nM,COc1cccc([C@H]2O[C@H](CCC(=O)N3CC(C(=O)O)C3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057631,IC50,0.8,nM,COc1cccc([C@H]2O[C@H](CCC(=O)N3CCC(OCC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057632,IC50,1.4,nM,COc1cccc([C@H]2O[C@H](CCC(=O)N3CCC(OCCC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057633,IC50,0.9,nM,COc1cccc([C@H]2O[C@H](CCC(=O)N3CCC(COCC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057634,IC50,1.6,nM,COc1cccc([C@H]2O[C@H](CCC(=O)N3CCOC(C(=O)O)C3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057635,IC50,2.2,nM,COc1cccc([C@H]2O[C@H](CCC(=O)N3CCN(CC(=O)O)C(=O)C3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057636,IC50,0.59,nM,COc1cccc([C@H]2O[C@H](CCn3cc(C(=O)O)nn3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057637,IC50,0.51,nM,COc1cccc([C@H]2O[C@H](CCn3cc(CC(=O)O)nn3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057638,IC50,0.81,nM,COc1cccc([C@H]2O[C@H](CCn3nncc3CC(=O)O)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057639,IC50,0.68,nM,COc1cccc([C@H]2O[C@H](CCn3cc(COCC(=O)O)nn3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057952,IC50,0.69,nM,COc1cccc([C@H]2O[C@H](CCn3cc(COC(C)(C)C(=O)O)nn3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057953,IC50,1.7,nM,CCC(CC)(OCc1cn(CC[C@H]2O[C@H](c3cccc(OC)c3OC)c3cc(Cl)ccc3-n3cccc32)nn1)C(=O)O
Squalene synthetase,CHEMBL3815,CHEMBL2057954,IC50,1.3,nM,COc1cccc([C@H]2O[C@H](CCn3ccc(CC(=O)O)n3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057955,IC50,1.6,nM,COc1cccc([C@H]2O[C@H](CCn3nccc3CC(=O)O)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057956,IC50,2.1,nM,COc1cccc([C@H]2O[C@H](CCn3cc(C(=O)O)cn3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057957,IC50,3.1,nM,COc1cccc([C@H]2O[C@H](CCn3cc(CC(=O)O)cn3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057958,IC50,0.89,nM,COc1cccc([C@H]2O[C@H](CCn3nnc(C(=O)O)n3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057959,IC50,1.1,nM,COc1cccc([C@H]2O[C@H](CCn3nnc(CC(=O)O)n3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057960,IC50,1.1,nM,COc1cccc([C@H]2O[C@H](CCn3nnnc3CC(=O)O)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057961,IC50,0.85,nM,COc1cccc([C@H]2O[C@H](CCn3nnc(CCC(=O)O)n3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057962,IC50,1.1,nM,COc1cccc([C@H]2O[C@H](CCn3nnc(C(C)(C)C(=O)O)n3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057963,IC50,1.7,nM,COc1cccc([C@H]2O[C@H](CCn3nnc(C4(C(=O)O)CC4)n3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2057964,IC50,2.5,nM,COc1cccc([C@H]2O[C@H](CCn3nnc(COC(C)(C)C(=O)O)n3)c3cccn3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2441084,IC50,1.1,nM,COc1cccc([C@H]2O[C@H](CC(=O)O)c3nnc(C(F)(F)F)n3-c3ccc(Cl)cc32)c1Cl
Squalene synthetase,CHEMBL3815,CHEMBL2441083,IC50,0.85,nM,COc1cccc([C@H]2O[C@H](CC(=O)O)c3nnc(C(F)(F)F)n3-c3ccc(Cl)cc32)c1C
Squalene synthetase,CHEMBL3815,CHEMBL2441090,IC50,0.36,nM,CCc1c(OC)cccc1[C@H]1O[C@H](CC(=O)O)c2nnc(C(F)(F)F)n2-c2ccc(Cl)cc21
Squalene synthetase,CHEMBL3815,CHEMBL2440128,IC50,0.7,nM,COc1cccc([C@H]2O[C@H](CC(=O)O)c3nnc(C(F)(F)F)n3-c3ccc(Cl)cc32)c1OC(F)(F)F
Squalene synthetase,CHEMBL3815,CHEMBL2441089,IC50,1.6,nM,COc1cccc([C@H]2O[C@H](CC(=O)O)c3nnc(C(F)(F)F)n3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2441088,IC50,3.2,nM,COc1cccc([C@H]2O[C@H](CCn3cc(C(=O)O)cn3)c3nnc(C(F)(F)F)n3-c3ccc(Cl)cc32)c1OC
Squalene synthetase,CHEMBL3815,CHEMBL2441087,IC50,6.0,nM,COc1cccc([C@H]2O[C@H](CCn3cc(C(=O)O)cn3)c3nnc(CF)n3-c3ccc(Cl)cc32)c1OC
